year,site_number,site_name,latitude,longitude,annual_mean_depth_to_groundwater_cm,annual_sd_depth_to_groundwater_cm,percent_change,absolute_change
2022,3,Los Lunas,34.81236936,-106.714458,-149.6,15.6,-4.48,0.04
2011,26,Mesilla,32.248328,-106.821014,-119.4,41.2,.,.
2012,26,Mesilla,32.248328,-106.821014,-137.6,40.1,15.24,0.15
2013,26,Mesilla,32.248328,-106.821014,.,.,.,.
2014,26,Mesilla,32.248328,-106.821014,-162,57.7,.,.
2015,26,Mesilla,32.248328,-106.821014,-175.3,99.9,8.19,0.08
2016,26,Mesilla,32.248328,-106.821014,-159.5,90.7,-9.04,0.09
2017,26,Mesilla,32.248328,-106.821014,-133.4,77.7,-16.38,0.16
2018,26,Mesilla,32.248328,-106.821014,-105.1,34.9,-21.15,0.21
2019,26,Mesilla,32.248328,-106.821014,-125.8,77.4,19.64,0.2
2020,26,Mesilla,32.248328,-106.821014,-102.5,80.3,-18.54,0.19
2021,26,Mesilla,32.248328,-106.821014,-191.7,95.6,87.11,0.87
2022,26,Mesilla,32.248328,-106.821014,-179.6,107.6,-6.31,0.06
2002,12,Minnow,35.19315094,-106.646915,-135.2,.,.,.
2003,12,Minnow,35.19315094,-106.646915,-139.1,5.9,2.86,0.03
2004,12,Minnow,35.19315094,-106.646915,-138.6,13.2,-0.31,0
2005,12,Minnow,35.19315094,-106.646915,-146.7,46.1,5.85,0.06
2006,12,Minnow,35.19315094,-106.646915,-128.9,11.4,-12.15,0.12
2007,12,Minnow,35.19315094,-106.646915,-126.6,16.5,-1.82,0.02
2008,12,Minnow,35.19315094,-106.646915,-119.6,29,-5.49,0.05
2009,12,Minnow,35.19315094,-106.646915,-133.3,33.9,11.45,0.11
2010,12,Minnow,35.19315094,-106.646915,-147,33.9,10.24,0.1
2011,12,Minnow,35.19315094,-106.646915,-162,17.3,10.22,0.1
2012,12,Minnow,35.19315094,-106.646915,-156.4,24,-3.47,0.03
2013,12,Minnow,35.19315094,-106.646915,-164.2,20.6,5.01,0.05
2014,12,Minnow,35.19315094,-106.646915,-158.9,10.2,-3.22,0.03
2015,12,Minnow,35.19315094,-106.646915,-139.7,17.9,-12.11,0.12
2016,12,Minnow,35.19315094,-106.646915,-151.3,20.1,8.32,0.08
2017,12,Minnow,35.19315094,-106.646915,-140,49.7,-7.51,0.08
2018,12,Minnow,35.19315094,-106.646915,-187.7,27.9,34.12,0.34
2019,12,Minnow,35.19315094,-106.646915,-134.6,45.7,-28.27,0.28
2020,12,Minnow,35.19315094,-106.646915,-165.2,9.7,22.7,0.23
2021,12,Minnow,35.19315094,-106.646915,-163.1,14.5,-1.28,0.01
2022,12,Minnow,35.19315094,-106.646915,-167,15.4,2.38,0.02
2004,17,Montano,35.14528819,-106.6803699,-180.8,13.1,.,.
2005,17,Montano,35.14528819,-106.6803699,-171.3,26.2,-5.25,0.05
2006,17,Montano,35.14528819,-106.6803699,-185.3,9.7,8.15,0.08
2007,17,Montano,35.14528819,-106.6803699,-175.6,12.5,-5.24,0.05
2008,17,Montano,35.14528819,-106.6803699,-165.7,17.3,-5.62,0.06
2009,17,Montano,35.14528819,-106.6803699,-167,16.9,0.77,0.01
2010,17,Montano,35.14528819,-106.6803699,-168.7,18.3,1.02,0.01
2011,17,Montano,35.14528819,-106.6803699,-173.8,8.1,3.01,0.03
2012,17,Montano,35.14528819,-106.6803699,-175.3,12.2,0.88,0.01
2013,17,Montano,35.14528819,-106.6803699,-175.4,13.8,0.05,0
2014,17,Montano,35.14528819,-106.6803699,-165.6,7.1,-5.57,0.06
2015,17,Montano,35.14528819,-106.6803699,-155.6,13.8,-6.03,0.06
2016,17,Montano,35.14528819,-106.6803699,-156.8,13.7,0.73,0.01
2017,17,Montano,35.14528819,-106.6803699,-143.4,25.8,-8.52,0.09
2018,17,Montano,35.14528819,-106.6803699,-169.5,8.8,18.18,0.18
2019,17,Montano,35.14528819,-106.6803699,-134.1,38.3,-20.9,0.21
2020,17,Montano,35.14528819,-106.6803699,-165.3,12.5,23.28,0.23
2021,17,Montano,35.14528819,-106.6803699,-168.3,15.5,1.81,0.02
2022,17,Montano,35.14528819,-106.6803699,-167,11.2,-0.75,0.01
2004,18,Reynolds Cleared,34.65966431,-106.7421328,-124.1,29.9,.,.
2005,18,Reynolds Cleared,34.65966431,-106.7421328,-108.2,52.3,-12.8,0.13
2006,18,Reynolds Cleared,34.65966431,-106.7421328,-143,23,32.17,0.32
2007,18,Reynolds Cleared,34.65966431,-106.7421328,-134,36.7,-6.26,0.06
2008,18,Reynolds Cleared,34.65966431,-106.7421328,-111.6,35.4,-16.75,0.17
2009,18,Reynolds Cleared,34.65966431,-106.7421328,-121.6,33.4,9.01,0.09
2010,18,Reynolds Cleared,34.65966431,-106.7421328,-122.8,31.8,0.98,0.01
2011,18,Reynolds Cleared,34.65966431,-106.7421328,-143.9,19.4,17.16,0.17
2012,18,Reynolds Cleared,34.65966431,-106.7421328,-141.4,23.1,-1.72,0.02
2013,18,Reynolds Cleared,34.65966431,-106.7421328,-140.6,24.5,-0.61,0.01
2014,18,Reynolds Cleared,34.65966431,-106.7421328,-135.1,16.1,-3.92,0.04
2015,18,Reynolds Cleared,34.65966431,-106.7421328,-114.9,29.8,-14.91,0.15
2016,18,Reynolds Cleared,34.65966431,-106.7421328,-124,29.7,7.9,0.08
2017,18,Reynolds Cleared,34.65966431,-106.7421328,-103.1,45.3,-16.84,0.17
2018,18,Reynolds Cleared,34.65966431,-106.7421328,-146.3,15.1,41.85,0.42
2019,18,Reynolds Cleared,34.65966431,-106.7421328,-98.1,45.3,-32.95,0.33
2020,18,Reynolds Cleared,34.65966431,-106.7421328,-155.9,22.6,58.93,0.59
2021,18,Reynolds Cleared,34.65966431,-106.7421328,-145.6,24,-6.59,0.07
2022,18,Reynolds Cleared,34.65966431,-106.7421328,-147,24,0.96,0.01
2004,19,Reynolds Forest,34.66054583,-106.7429525,-116.1,26.9,.,.
2005,19,Reynolds Forest,34.66054583,-106.7429525,-102.4,49.7,-11.82,0.12
2006,19,Reynolds Forest,34.66054583,-106.7429525,-130.2,24.9,27.15,0.27
2007,19,Reynolds Forest,34.66054583,-106.7429525,-122.8,35.3,-5.73,0.06
2008,19,Reynolds Forest,34.66054583,-106.7429525,-105.2,29.6,-14.3,0.14
2009,19,Reynolds Forest,34.66054583,-106.7429525,-115.2,30,9.5,0.09
2010,19,Reynolds Forest,34.66054583,-106.7429525,-117.7,27.2,2.17,0.02
2011,19,Reynolds Forest,34.66054583,-106.7429525,-134,16.4,13.88,0.14
2012,19,Reynolds Forest,34.66054583,-106.7429525,-132.2,21.9,-1.34,0.01
2013,19,Reynolds Forest,34.66054583,-106.7429525,-133,23.1,0.59,0.01
2014,19,Reynolds Forest,34.66054583,-106.7429525,-128.1,14.8,-3.73,0.04
2015,19,Reynolds Forest,34.66054583,-106.7429525,-112,25.9,-12.55,0.13
2016,19,Reynolds Forest,34.66054583,-106.7429525,-119.6,26.2,6.79,0.07
2017,19,Reynolds Forest,34.66054583,-106.7429525,-100.3,42.6,-16.13,0.16
2018,19,Reynolds Forest,34.66054583,-106.7429525,-141.2,13.7,40.77,0.41
2019,19,Reynolds Forest,34.66054583,-106.7429525,-97,42.4,-31.29,0.31
2020,19,Reynolds Forest,34.66054583,-106.7429525,-149.7,21.2,54.33,0.54
2021,19,Reynolds Forest,34.66054583,-106.7429525,-140.6,22.6,-6.12,0.06
2022,19,Reynolds Forest,34.66054583,-106.7429525,-139.4,17.5,-0.85,0.01
1997,2,Rio Grande Nature Center,35.127,-106.6854,-166.3,19.7,.,.
1998,2,Rio Grande Nature Center,35.127,-106.6854,-178.6,10.4,7.4,0.07
1999,2,Rio Grande Nature Center,35.127,-106.6854,-178.7,12.3,0.06,0
2000,2,Rio Grande Nature Center,35.127,-106.6854,-184.8,7,3.44,0.03
2001,2,Rio Grande Nature Center,35.127,-106.6854,-188,7.1,1.71,0.02
2002,2,Rio Grande Nature Center,35.127,-106.6854,-196.4,4.8,4.47,0.04
2003,2,Rio Grande Nature Center,35.127,-106.6854,-205.2,6.2,4.47,0.04
2004,2,Rio Grande Nature Center,35.127,-106.6854,-203.7,15.5,-0.69,0.01
2005,2,Rio Grande Nature Center,35.127,-106.6854,-203.7,21.6,0,0
2006,2,Rio Grande Nature Center,35.127,-106.6854,-202,7.2,-0.85,0.01
2007,2,Rio Grande Nature Center,35.127,-106.6854,-201.8,10.3,-0.09,0
2008,2,Rio Grande Nature Center,35.127,-106.6854,-197.8,15.5,-1.99,0.02
2009,2,Rio Grande Nature Center,35.127,-106.6854,-196.7,11.1,-0.58,0.01
2010,2,Rio Grande Nature Center,35.127,-106.6854,-191.9,9.2,-2.41,0.02
2011,2,Rio Grande Nature Center,35.127,-106.6854,-199.2,5.4,3.78,0.04
2012,2,Rio Grande Nature Center,35.127,-106.6854,-202,5.7,1.41,0.01
2013,2,Rio Grande Nature Center,35.127,-106.6854,-201.8,5.8,-0.11,0
2014,2,Rio Grande Nature Center,35.127,-106.6854,-195.7,4.3,-3.01,0.03
2015,2,Rio Grande Nature Center,35.127,-106.6854,-184.5,8.1,-5.75,0.06
2016,2,Rio Grande Nature Center,35.127,-106.6854,-183.4,5.3,-0.6,0.01
2017,2,Rio Grande Nature Center,35.127,-106.6854,-174.8,15.3,-4.69,0.05
2018,2,Rio Grande Nature Center,35.127,-106.6854,-187.7,3.3,7.38,0.07
2019,2,Rio Grande Nature Center,35.127,-106.6854,-165.4,19.6,-11.88,0.12
2020,2,Rio Grande Nature Center,35.127,-106.6854,-189.7,6.3,14.73,0.15
2021,2,Rio Grande Nature Center,35.127,-106.6854,-192.2,8.4,1.3,0.01
2022,2,Rio Grande Nature Center,35.127,-106.6854,-190.8,6.2,-0.72,0.01
2019,34,River Realignment,33.8227,-106.8419,.,.,.,.
2020,34,River Realignment,33.8227,-106.8419,.,.,.,.
2021,34,River Realignment,33.8227,-106.8419,.,.,.,.
2022,34,River Realignment,33.8227,-106.8419,.,.,.,.
2004,20,Route 66,35.1006408,-106.6914783,-93,.,.,.
2005,20,Route 66,35.1006408,-106.6914783,-100.5,39.2,8.05,0.08
2006,20,Route 66,35.1006408,-106.6914783,-106.3,25.2,5.75,0.06
2007,20,Route 66,35.1006408,-106.6914783,-104.9,18.5,-1.33,0.01
2008,20,Route 66,35.1006408,-106.6914783,-106.1,26.3,1.16,0.01
2009,20,Route 66,35.1006408,-106.6914783,-104.9,25,-1.11,0.01
2010,20,Route 66,35.1006408,-106.6914783,-103.7,26.2,-1.17,0.01
2011,20,Route 66,35.1006408,-106.6914783,-108.7,8.2,4.82,0.05
2012,20,Route 66,35.1006408,-106.6914783,-110.2,9.8,1.45,0.01
2013,20,Route 66,35.1006408,-106.6914783,-112.9,10.1,2.41,0.02
2014,20,Route 66,35.1006408,-106.6914783,-110.2,6,-2.39,0.02
2015,20,Route 66,35.1006408,-106.6914783,-100.3,14.9,-8.94,0.09
2016,20,Route 66,35.1006408,-106.6914783,-107,12.4,6.62,0.07
2017,20,Route 66,35.1006408,-106.6914783,-93.7,31.4,-12.44,0.12
2018,20,Route 66,35.1006408,-106.6914783,-117.5,6.6,25.46,0.25
2019,20,Route 66,35.1006408,-106.6914783,-90.5,33.1,-23.02,0.23
2020,20,Route 66,35.1006408,-106.6914783,-112.3,6,24.06,0.24
2021,20,Route 66,35.1006408,-106.6914783,-115.2,12.9,2.61,0.03
2022,20,Route 66,35.1006408,-106.6914783,-113.4,8.6,-1.57,0.02
2015,31,San Jose,35.012375,-106.6728,-55.1,.,.,.
2016,31,San Jose,35.012375,-106.6728,-102.2,23.2,85.47,0.85
2017,31,San Jose,35.012375,-106.6728,-73.4,52.1,-28.2,0.28
2018,31,San Jose,35.012375,-106.6728,-111.4,6.7,51.8,0.52
2019,31,San Jose,35.012375,-106.6728,-77,58.2,-30.83,0.31
2020,31,San Jose,35.012375,-106.6728,-118.3,8.8,53.56,0.54
2021,31,San Jose,35.012375,-106.6728,-115.3,17.6,-2.51,0.03
2022,31,San Jose,35.012375,-106.6728,-108.9,14.6,-5.61,0.06
2008,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2009,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2010,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2011,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2012,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2013,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2014,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2015,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2016,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2017,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2018,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2019,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2020,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2021,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2022,24,Santo Domingo,35.50989,-106.3896,.,.,.,.
2000,6,Savannah,35.14285294,-106.6819814,-116.1,5.9,.,.
2001,6,Savannah,35.14285294,-106.6819814,-122.9,10.8,5.84,0.06
2002,6,Savannah,35.14285294,-106.6819814,-133.9,5.6,8.93,0.09
2003,6,Savannah,35.14285294,-106.6819814,-134.5,6.6,0.47,0
2004,6,Savannah,35.14285294,-106.6819814,-128.1,11.6,-4.77,0.05
2005,6,Savannah,35.14285294,-106.6819814,-116.1,24.5,-9.37,0.09
2006,6,Savannah,35.14285294,-106.6819814,-127.8,8.6,10.1,0.1
2007,6,Savannah,35.14285294,-106.6819814,-120,11.9,-6.09,0.06
2008,6,Savannah,35.14285294,-106.6819814,-109.7,16.4,-8.59,0.09
2009,6,Savannah,35.14285294,-106.6819814,-110.7,15.8,0.9,0.01
2010,6,Savannah,35.14285294,-106.6819814,-110,15.6,-0.62,0.01
2011,6,Savannah,35.14285294,-106.6819814,-115.6,7.3,5.1,0.05
2012,6,Savannah,35.14285294,-106.6819814,-117.2,10.8,1.41,0.01
2013,6,Savannah,35.14285294,-106.6819814,-118.2,11.2,0.85,0.01
2014,6,Savannah,35.14285294,-106.6819814,-108.7,6.3,-8.05,0.08
2015,6,Savannah,35.14285294,-106.6819814,-97.3,11.3,-10.48,0.1
2016,6,Savannah,35.14285294,-106.6819814,-101.3,12.1,4.05,0.04
2017,6,Savannah,35.14285294,-106.6819814,-88,24.1,-13.11,0.13
2018,6,Savannah,35.14285294,-106.6819814,-112.1,8.3,27.38,0.27
2019,6,Savannah,35.14285294,-106.6819814,-79,30.3,-29.5,0.3
2020,6,Savannah,35.14285294,-106.6819814,-111.9,17.6,41.6,0.42
2021,6,Savannah,35.14285294,-106.6819814,-116.1,17.5,3.77,0.04
2022,6,Savannah,35.14285294,-106.6819814,-117.1,11.6,0.83,0.01
2003,14,Sevilleta,34.25834233,-106.8831845,-161,14.2,.,.
2004,14,Sevilleta,34.25834233,-106.8831845,-150.4,27.7,-6.6,0.07
2005,14,Sevilleta,34.25834233,-106.8831845,-128.1,44.5,-14.79,0.15
2006,14,Sevilleta,34.25834233,-106.8831845,-126.6,23.7,-1.24,0.01
2007,14,Sevilleta,34.25834233,-106.8831845,-131.3,45.4,3.75,0.04
2008,14,Sevilleta,34.25834233,-106.8831845,-109.7,48.1,-16.47,0.16
2009,14,Sevilleta,34.25834233,-106.8831845,-130.1,42.9,18.66,0.19
2010,14,Sevilleta,34.25834233,-106.8831845,-143.2,46.8,10.06,0.1
2011,14,Sevilleta,34.25834233,-106.8831845,-157.9,33.6,10.29,0.1
2012,14,Sevilleta,34.25834233,-106.8831845,-181.6,33.8,14.95,0.15
2013,14,Sevilleta,34.25834233,-106.8831845,-170.5,30.1,-6.09,0.06
2014,14,Sevilleta,34.25834233,-106.8831845,-182.6,22.1,7.07,0.07
2015,14,Sevilleta,34.25834233,-106.8831845,-165.7,20.8,-9.22,0.09
2016,14,Sevilleta,34.25834233,-106.8831845,-190.9,18.1,15.2,0.15
2017,14,Sevilleta,34.25834233,-106.8831845,-170.8,19,-10.53,0.11
2018,14,Sevilleta,34.25834233,-106.8831845,-183.2,47.9,7.21,0.07
2019,14,Sevilleta,34.25834233,-106.8831845,-160.1,24.1,-12.57,0.13
2020,14,Sevilleta,34.25834233,-106.8831845,-187.5,39.7,17.1,0.17
2021,14,Sevilleta,34.25834233,-106.8831845,-197.3,32.7,5.24,0.05
2022,14,Sevilleta,34.25834233,-106.8831845,-148.9,54.9,-24.54,0.25
2014,30,State Land Office,34.96785,-106.6856,-122.9,13.1,.,.
2015,30,State Land Office,34.96785,-106.6856,-126.2,18.7,2.72,0.03
2016,30,State Land Office,34.96785,-106.6856,-135.5,12.3,7.37,0.07
2017,30,State Land Office,34.96785,-106.6856,-125.6,23.9,-7.35,0.07
2018,30,State Land Office,34.96785,-106.6856,-137.9,15.8,9.8,0.1
2019,30,State Land Office,34.96785,-106.6856,-116.9,27.4,-15.21,0.15
2020,30,State Land Office,34.96785,-106.6856,-134,14.7,14.6,0.15
2021,30,State Land Office,34.96785,-106.6856,-143.7,8.5,7.29,0.07
2022,30,State Land Office,34.96785,-106.6856,-131.8,10.1,-8.31,0.08
2003,15,Valencia Cleared,34.64863444,-106.7391728,-109,13.4,.,.
2004,15,Valencia Cleared,34.64863444,-106.7391728,-93.9,30.1,-13.87,0.14
2005,15,Valencia Cleared,34.64863444,-106.7391728,-80.3,34.3,-14.43,0.14
2006,15,Valencia Cleared,34.64863444,-106.7391728,-96.3,15.7,19.85,0.2
2007,15,Valencia Cleared,34.64863444,-106.7391728,-94.5,24.1,-1.86,0.02
2008,15,Valencia Cleared,34.64863444,-106.7391728,-80.9,24.3,-14.43,0.14
2009,15,Valencia Cleared,34.64863444,-106.7391728,-91.7,24.3,13.44,0.13
2010,15,Valencia Cleared,34.64863444,-106.7391728,-93.2,23,1.63,0.02
2011,15,Valencia Cleared,34.64863444,-106.7391728,-107.9,18.5,15.74,0.16
2012,15,Valencia Cleared,34.64863444,-106.7391728,-108.7,20.4,0.74,0.01
2013,15,Valencia Cleared,34.64863444,-106.7391728,-110.7,18,1.81,0.02
2014,15,Valencia Cleared,34.64863444,-106.7391728,-104.3,12.3,-5.76,0.06
2015,15,Valencia Cleared,34.64863444,-106.7391728,-90.1,20.1,-13.62,0.14
2016,15,Valencia Cleared,34.64863444,-106.7391728,-100.2,19.4,11.21,0.11
2017,15,Valencia Cleared,34.64863444,-106.7391728,-81.4,34.2,-18.73,0.19
2018,15,Valencia Cleared,34.64863444,-106.7391728,-113.4,15.2,39.31,0.39
2019,15,Valencia Cleared,34.64863444,-106.7391728,-71.9,34.7,-36.58,0.37
2020,15,Valencia Cleared,34.64863444,-106.7391728,-116.2,19.2,61.47,0.61
2021,15,Valencia Cleared,34.64863444,-106.7391728,-112.1,18.4,-3.49,0.03
2022,15,Valencia Cleared,34.64863444,-106.7391728,-108.2,18,-3.45,0.03
2003,16,Valencia Forest,34.64716225,-106.738482,-167.5,18.6,.,.
2004,16,Valencia Forest,34.64716225,-106.738482,-153.1,33.9,-8.57,0.09
2005,16,Valencia Forest,34.64716225,-106.738482,-137.2,41.2,-10.43,0.1
2006,16,Valencia Forest,34.64716225,-106.738482,-159.1,19.2,15.97,0.16
2007,16,Valencia Forest,34.64716225,-106.738482,-151.7,27.8,-4.61,0.05
2008,16,Valencia Forest,34.64716225,-106.738482,-136,28.3,-10.36,0.1
2009,16,Valencia Forest,34.64716225,-106.738482,-147.6,26.9,8.51,0.09
2010,16,Valencia Forest,34.64716225,-106.738482,-151.3,25.7,2.5,0.03
2011,16,Valencia Forest,34.64716225,-106.738482,-167.5,18.8,10.69,0.11
2012,16,Valencia Forest,34.64716225,-106.738482,-167,21.8,-0.26,0
2013,16,Valencia Forest,34.64716225,-106.738482,-168.2,19.1,0.69,0.01
2014,16,Valencia Forest,34.64716225,-106.738482,-163.2,15.5,-2.97,0.03
2015,16,Valencia Forest,34.64716225,-106.738482,-150.5,22.2,-7.8,0.08
2016,16,Valencia Forest,34.64716225,-106.738482,-156.3,21.9,3.85,0.04
2017,16,Valencia Forest,34.64716225,-106.738482,-133.3,38.6,-14.68,0.15
2018,16,Valencia Forest,34.64716225,-106.738482,-168.6,16.1,26.48,0.26
2019,16,Valencia Forest,34.64716225,-106.738482,-124.7,37,-26.02,0.26
2020,16,Valencia Forest,34.64716225,-106.738482,-170.8,21.8,36.92,0.37
2021,16,Valencia Forest,34.64716225,-106.738482,-165.2,20.3,-3.28,0.03
2022,16,Valencia Forest,34.64716225,-106.738482,-161.3,19.5,-2.36,0.02
2014,28,Valle de Oro,34.97895,-106.6801,-127.7,30.3,.,.
2015,28,Valle de Oro,34.97895,-106.6801,-130.3,32.1,2.06,0.02
2016,28,Valle de Oro,34.97895,-106.6801,-128.3,21.5,-1.52,0.02
2017,28,Valle de Oro,34.97895,-106.6801,-112.8,37.2,-12.09,0.12
2018,28,Valle de Oro,34.97895,-106.6801,-125.1,25.5,10.9,0.11
2019,28,Valle de Oro,34.97895,-106.6801,-122.1,31.8,-2.4,0.02
2020,28,Valle de Oro,34.97895,-106.6801,.,.,.,.
2021,28,Valle de Oro,34.97895,-106.6801,.,.,.,.
2022,28,Valle de Oro,34.97895,-106.6801,-127,6,.,.
