"Site number","Site name","Latitude","Longitude","Reaches","Year","Annual cw gm per m2","Annual will gm per m2","Annual ro gm per m2","Annual sc gm per m2","Annual elm gm per m2","Annual seep gm per m2","Annual nmol gm per m2","Annual indbu gm per m2","Annual woody gm per m2","Annual repcw gm per m2","Annual repwil gm per m2","Annual repruol gm per m2","Annual repelm gm per m2","Annual repsc gm per m2","Annual totalrepro2 gm per m2"
1,"Alameda",35.1875,-106.6459,"Angostura Reach",1997,181.55,0.33,2.32,0.42,22.05,0.05,52.52,0,170,0,0,0,0,0,3.99
1,"Alameda",35.1875,-106.6459,"Angostura Reach",1998,163.01,1.95,0.46,0.13,12.87,0,49.44,0,109.42,0,0,0,0,0,9.57
1,"Alameda",35.1875,-106.6459,"Angostura Reach",1999,282.23,2.9,4.58,0.7,12.88,0.34,34.4,0,172.87,0,0,0,0,0,5.64
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2000,275.12,4.78,4.06,0.52,22.74,0.31,29.24,0,135.24,0,0,0,0,0,6.71
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2001,230.65,1.69,2.55,0.24,17.27,0.01,22.38,0,167.54,0,0,0,0,0,8.98
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2002,185.65,0.1,28.16,0.1,13.61,0,7.68,0,136.78,0,0,0,0,0,11.63
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2003,233.75,0.99,0.37,0.24,18.41,0,49.49,0,124.1,0,0,0,0,0,10.92
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2004,221.22,1.14,0.08,0.19,10.42,0,50.45,0,153.5,0,0,0,0,0,8.95
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2005,222.27,2.39,0.34,0.5,11.39,0,47.3,0,43.07,0,0,0,0,0,9.81
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2006,214.24,0.46,0.42,1.64,9.41,0.79,42.9,0,291.44,0,0,0,0,0,15.57
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2007,210.14,0.89,0.03,0.02,10.25,0.7,53.01,0,258.45,67.01,0.01,0,0,0,9.25
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2008,237.16,6.48,6.69,0.05,6.94,0.01,36.34,0,137.3,32.97,0.86,0.24,0,0,5.4
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2009,261.58,11.03,0.12,0.1,12.2,0.01,13.88,0,309.93,41.06,0,0.03,0,0,6.13
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2010,208.45,0.13,0.08,0.39,10.26,2.54,36.74,0,371.18,67.06,0.39,0,0,0.01,9.91
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2011,296.95,4.27,0.03,0.87,10.3,0,45.83,0.01,117.8,65.38,1.92,0,0,0,8.78
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2012,214.24,4.98,0.04,0.31,11.94,0.01,48.23,0.01,107.7,21.2,0.01,0.02,0,0.01,3.29
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2013,235.27,5.52,0.09,0.1,5.71,0.01,56.13,0,163.37,29.93,0.92,0.4,0,0,4.14
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2014,193.92,7.4,1.78,0.23,17.24,0.69,83.3,0,130.66,42.72,1.86,0,0,0.01,7.4
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2015,262.5,7.78,0.03,3.17,25.13,0.23,87.56,0,100.75,59.61,1.79,0.03,0,0,11.05
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2016,237.81,23.42,0.03,0.06,16.39,0,57.25,0,52.97,54.62,0.73,0.47,0.08,0.01,0.67
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2017,136.84,9.73,4.6,0.05,15.26,0,74.9,0,40.24,49.18,0.12,0.65,1.52,0.15,0.67
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2018,227.64,5.42,0.05,0.4,11.8,0.31,62.82,3.89,53.97,57.94,0.01,1.14,1.58,0,8.09
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2019,214.51,7.49,0.33,0.61,16.09,0,79.45,0.02,2398.28,27.79,3.99,0.25,0.29,0.01,4.39
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2020,281.23,7.77,0.12,0.33,18.57,0,70.77,0.18,28.07,35.81,5.96,0.11,1.98,0.01,5.15
1,"Alameda",35.1875,-106.6459,"Angostura Reach",2021,231.22,11.44,0.07,0.24,19.11,0,91.21,0.08,78.5,42.46,12.85,0.04,0.7,0,6.99
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",1997,169.74,0.02,9.27,0.09,0.18,0,0,0,45.05,0,0,0,0,0,1.92
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",1998,141.29,0.03,21.24,0.03,1.99,0.01,0.04,0,263.22,0,0,0,0,0,3.56
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",1999,269.26,0.37,8.74,3.21,1.25,0,0,0,175.65,0,0,0,0,0,1.83
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2000,217.25,0.63,5.32,0.37,0.08,0,0.09,0,52.57,0,0,0,0,0,2.03
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2001,273.05,0.04,6.16,1.18,0.01,0,0.25,0,80.1,0,0,0,0,0,4.11
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2002,186.91,1.19,1.73,0.03,0,0,1.36,0,112.72,0,0,0,0,0,2.21
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2003,149.96,3.39,26.12,0,0.02,0,0,0,33.44,0,0,0,0,0,3.11
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2004,161.85,0.09,0.02,0.11,0,0,0,0,90.57,0,0,0,0,0,5.34
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2005,179.88,0.08,0,0.01,0,0,0,0,16.8,0,0,0,0,0,5.88
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2006,185.33,0.04,0.21,1.28,0,0,0,0,40.23,0,0,0,0,0,4.17
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2007,152.02,0.17,0.01,0.01,0.28,0,0,0,28.55,11.52,0,0.02,0,0,3.21
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2008,177.62,0,0.08,0.01,0,0,0,0,86.05,15.87,0.09,0,0,0,2.19
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2009,176.08,0,0,0,0,0,0,0,17.88,27.42,0.01,0,0,0,3.57
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2010,209.51,0,0.01,0,0,0,0,0,30.25,29.43,0,0.62,0,0,4.28
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2011,237.83,0,0.05,0.05,0.02,0,0,0,180.06,20.65,0,0,0,0.01,2.97
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2012,219.89,0,0,0.01,0,0,0,0,22.99,11.58,0,0,0,0,2.03
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2013,236.88,0.02,0,0.04,0.03,0,0,0,69.6,11.44,0.01,0.15,0,0,1.54
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2014,169.8,0.02,0.01,0.02,0.01,0,0,0,35.07,6.17,0,0.01,0,0,0.9
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2015,154.46,0.11,0.01,0.01,0.01,0,0,0,26.25,13.44,0.02,0,0,0,2.23
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2016,163.45,0.01,0.03,0.01,0.18,0,0.01,0,184.12,19.78,0,0.01,0.01,0,0.55
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2017,128.47,0.02,0,0.02,0.01,0,0,0,89.82,13.79,0.01,0.1,0.04,0,2.07
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2018,153.44,0.01,0.04,0.02,0.01,0,0,0.01,36.61,10.34,0.01,0.01,0.03,0,2
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2019,116.35,0,0.07,0.02,0.18,0,0.16,0,158.83,12.1,0,0.79,0.01,0.31,3.36
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2020,122.32,0.01,0.02,0.07,0.56,0,0.33,0.01,7.31,7.92,0.08,0.34,0.04,0.04,1.72
2,"Rio Grande Nature Center",35.127,-106.6854,"Angostura Reach",2021,102.03,0,0.03,0.14,0.09,0,0.01,0,27.78,8.51,0,0.02,0,0.01,1.17
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",1997,156.15,18.34,3.29,0.02,2.92,0,0.55,0,16.68,0,0,0,0,0,0.08
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",1998,186.41,23.35,3.26,0,1.33,0.04,1.32,0,243.26,0,0,0,0,0,9.03
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",1999,294.84,22.74,2.9,0.02,1.52,0,1.2,0,135.89,0,0,0,0,0,2.93
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2000,235.14,13.46,1.1,0.01,3.95,5.01,0.14,0,105.46,0,0,0,0,0,7.9
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2001,377.92,25.87,2.87,0,7.61,0.17,0.16,0.01,56.17,0,0,0,0,0,5.73
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2002,168.14,21.85,0.73,0.03,0.21,1.31,0.37,0,45.64,0,0,0,0,0,9.14
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2003,368.64,38.16,5.19,0.01,8.62,0.09,0.09,0.06,83.89,0,0,0,0,0,10.63
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2004,277.35,26.85,2.49,0.52,7.51,0.32,0,0.41,48.96,0,0,0,0,0,6.48
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2005,281.56,30.18,13.25,0.01,12.4,0.16,2.32,0.23,86.98,0,0,0,0,0,7.2
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2006,341.67,25.39,11,0,10.89,0.03,0.09,0.17,270.67,0,0,0,0,0,13.16
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2007,308.77,30.5,20.38,0.01,20.63,0.19,0.02,0.01,281.22,47.87,1.42,2.57,0,0.02,7.39
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2008,296.69,22.48,11.96,0.31,12.79,2.79,0,0.34,39.96,65.69,2.48,1.12,0,0,9.28
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2009,247.28,25.98,19.33,0.1,16.04,0.1,0.02,0.33,62.68,72.76,1.36,0.99,0,0,10.13
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2010,282.43,22.04,24.18,0.03,26,0,0.01,0.19,55.47,72.36,3.4,7.3,0,0,11.22
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2011,321.6,24.54,20.24,0.04,22.94,3.65,0.01,4.75,35.18,62.25,1.94,8.11,0,0.15,9.6
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2012,279.59,24.17,20.57,0.05,32.71,0,0,0.02,38.11,41.82,0.58,3.3,0,0.01,7.49
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2013,300.24,17.27,14.41,0.02,34.58,0.4,5.98,0.25,112.1,54.07,1.94,3.03,0,0,7.81
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2014,282.76,21.86,13.75,0,38.26,0.01,0.22,0.38,371.36,47.51,1.89,6.33,0,0,7.35
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2015,329.78,21.53,20.43,0,38.17,0.02,0,0.04,22.58,37.94,1,5.14,0,0,6.24
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2016,227.14,14.77,19.69,0.01,48.42,4,0.12,0,40.64,69.79,0.56,2.8,0.35,0,1.78
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2017,246.74,21.34,12.27,0.26,45.39,2.73,0.11,0.01,51.47,19.48,0.14,2.2,0.21,0,1.15
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2018,300.71,13.35,15.14,0.01,45.15,0.15,2.73,0.47,63.59,45.97,0.6,5.24,0.06,0,6.86
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2019,422.67,25.6,16.2,0.01,44.97,0.01,0.01,0.26,561.89,13.25,0.04,0.19,0.25,0,1.8
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2020,381.87,22.15,28.64,0.04,66.12,0.03,0.37,0.11,106.9,71.76,1.72,4.19,1.2,0.01,10.33
3,"Los Lunas",34.81236936,-106.714458,"Isleta Reach",2021,373.64,23.57,30.12,0.04,64.67,0,0.34,0.03,73.69,72.56,0.83,3.7,0.59,0,10.51
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",1998,39.22,62.2,92.63,0,0,0,0,0,15.35,0,0,0,0,0,2.41
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",1999,66.25,47.21,108.48,0.01,0.01,0,0,0,18.68,0,0,0,0,0,2.74
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2000,72.72,39.18,108.08,0,0,0,0.78,0,15.1,0,0,0,0,0,6.53
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2001,63.16,16.55,70.06,9.47,0,0,0.01,0,9.11,0,0,0,0,0,3.6
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2002,99.7,19.78,71.87,0.2,0,0,0,0,12.12,0,0,0,0,0,3.48
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2003,135.91,16.54,73.12,0,0.02,0.12,0.5,0,23.88,0,0,0,0,0,4.86
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2004,180.47,18.15,61.62,0,0,0,0,0,19.95,0,0,0,0,0,5.19
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2005,208.34,53.06,75.96,0.01,0,0,0,0,17.86,0,0,0,0,0,9.21
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2006,198.69,10.79,89.96,0.16,0,0.18,0,0,23.37,0,0,0,0,0,11.37
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2007,172.99,2.4,94.74,0,0,0,0,0,20.56,28.53,0.4,28.97,0,0,7.78
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2008,278.52,6.2,78.71,0.03,0,1.08,0,0,66.43,16.2,2.08,79.86,0,0.02,12.77
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2009,245.33,4.06,66.8,0,0.01,0,0.02,0,57.14,16.96,0.32,13.02,0,0.15,4.06
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2010,173.48,5.97,51.77,0.02,0.08,0,0,0.01,25.5,41.9,0.33,11.92,0,0,7.07
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2011,182.25,7.13,40.8,0.03,0,0,0,0.01,26.86,36.32,0.88,4.03,0,1,5.89
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2012,159.07,7.74,45.31,0.02,0,0,0,0,16.63,16.78,0.46,17.49,0,0,4.54
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2013,219.15,6.39,46.91,0,0.01,0,0,0,19.71,30.83,0.47,5.84,0,0,4.9
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2014,186.15,5.38,55.08,0.02,0.02,0,0,0.02,587.47,38.63,1.02,14.79,0,0,7.13
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2015,228.13,0.72,61.5,0,0,0,0,0,22.2,24.31,0.01,14.68,0,0,5.06
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2016,140.72,1.42,60.08,0.46,0.01,0.01,0,0,205.35,42.12,0,16.14,0,0,2.41
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2017,183.69,0.13,53.58,0,0.01,0.08,0.02,0,19.91,15.98,0.01,17.62,0.17,0,2.42
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2018,232.35,0.53,46.55,0,0.02,1.01,0.01,0,43.95,27.79,0,9.11,0,0,4.87
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2019,248.4,0.29,37,0,0,0.34,0,0.01,325.31,35.89,2.07,11.22,0.04,0,6.43
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2020,326.95,0.39,35.54,0.01,0.03,0.03,0.01,0,40.26,53.83,0.02,8.34,0.04,0.01,7.77
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2021,187.88,0.2,31.48,0.03,0,0.58,0,0,21.96,70.8,0.02,4.49,0,0,9.62
4,"Belen",34.6484315,-106.7377022,"Isleta Reach",2022,23.23,0.02,0.72,0,0,0.08,0,0,0.35,0.01,0,0,0,0,0.02
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",1999,358.89,0,0,0.31,0.01,0,0,0,61.71,0,0,0,0,0,0.54
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2000,747.5,0,0.33,0,0,0,0,0,280.57,0,0,0,0,0,4.48
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2001,1065.45,0.02,0.02,1.23,0,0,0.02,0,258.85,0,0,0,0,0,4
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2002,848.34,0,0.01,0,0,0,0,0,60.6,0,0,0,0,0,4.62
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2003,715.91,0,0.01,0.03,0,0,0,0,77.14,0,0,0,0,0,6.54
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2004,537.82,0.01,0,0,0,0,0,0,29.97,0,0,0,0,0,2.75
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2005,1046.93,1.2,0,0.02,0,0,0,0,105.29,0,0,0,0,0,10.42
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2006,281.92,0,0.08,0,0,0,0,0,149.86,0,0,0,0,0,7.02
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2007,150.34,0,0,0,0,0,0.01,0,56.05,30.85,0,0,0,0,4.01
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2008,386.67,0,0,0,0,0,0,0,52.53,48.34,0,0,0,0,7.69
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2009,370.35,0.01,0.01,0.01,0,0,0.03,0,158.12,42.76,0.02,0,0,0,5.9
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2010,487.58,0.02,0,0.43,0,0,0.08,0.01,115.74,45.36,9.48,0,0,0,7.53
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2011,569.8,0.02,0,0.93,0.01,0,0.2,0,122.53,41.45,0.01,0,0,0,6.11
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2012,330.03,0.01,0,0,0.02,0,0.01,0,70.04,20.75,0,0,0,0,4.09
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2013,246.26,0.16,0,0.02,0,0,0,0,82.33,19.36,0,0,0,0,2.55
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2014,123.9,0.02,0.02,0,0.02,0,0.02,0,113.71,5.19,0,0,0,0,2.09
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2015,153.39,0.01,0,0.01,0.01,0,0.1,0.01,1131.21,14.01,0,0,0,0,4.21
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2016,261.41,0.29,0,0,0,0,0.09,0,2329.31,30.25,0.1,0,0,0.01,3.01
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2017,193.17,0.01,0.08,0,0,0.01,0.27,0,200.11,29.18,0,0.01,0.02,0,2.04
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2018,250.37,0,0,0.01,0,0.01,0.01,0.23,218.23,32.32,0,0.01,0.01,0.01,4.54
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2019,155.34,0.41,0.32,0,0,0,0.03,0,343.52,20.41,0,0.03,0,0,5.33
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2020,242.69,0.04,0.02,0,0,0,0.15,0,51.9,29.2,4.31,0,0,0,5.08
5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2021,184.14,0,0.01,0.01,0,0,0.04,0.01,82.05,31.95,0,0.02,0,0,4.19
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2000,88.49,5.98,32,3.71,0.34,0,0.01,0.09,176.39,0,0,0,0,0,3.53
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2001,62.86,0.07,25.25,5.16,0.16,0,0.01,0,36.78,0,0,0,0,0,1.64
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2002,74.34,0,14.05,5.45,0,0,0.38,0,26.91,0,0,0,0,0,1.65
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2003,77.6,0.15,32.56,0.84,0,0,0.31,0,95.58,0,0,0,0,0,1.05
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2004,55.91,0,44.46,5.64,0.1,0,0.01,0,15.06,0,0,0,0,0,2.11
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2005,72.63,0.01,55.35,13.05,0,0,4.65,0,11.3,0,0,0,0,0,4.79
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2006,84.02,14.23,33.5,36.09,1.23,0,0.7,0,97.56,0,0,0,0,0,3.76
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2007,71.83,1.82,34.2,4.67,0.01,0,0.02,0.01,40.57,7.59,0,1.78,0,1.26,2
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2008,86.7,7.26,24.17,13.5,0.48,0.16,0.02,0.54,24.43,19.56,0.02,3.93,0,0.02,3.97
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2009,91.06,4.73,40.17,22.91,1.01,0,0,0,25.51,8.87,0,0.32,0,0.08,1.67
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2010,70.81,5.22,24.56,10.93,0.18,0.15,1.16,0,12.47,13.64,0.02,0.28,0,0,2.02
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2011,96.19,0.06,33.67,10.85,0.01,0,0,0.01,24.6,6.02,0.01,1.2,0,0.57,1.01
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2012,106.4,3.68,54.36,21.36,0,0,0.16,0.08,14.27,8.1,0,2.27,0,0.02,1.37
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2013,136.51,0.12,41.21,23,0.02,0,0,0.1,20.38,8.75,0,1.28,0,2.21,1.71
6,"Savannah",35.14285294,-106.6819814,"Angostura Reach",2014,98.81,1.64,36.3,18.55,0.02,0.48,0.13,0,40.99,10.2,0.11,2.82,0,0.55,2.11
