"Site number","Site name","Latitude","Longitude","Reaches","Year","Annual cw gm per m2","Annual will gm per m2","Annual ro gm per m2","Annual sc gm per m2","Annual elm gm per m2","Annual seep gm per m2","Annual nmol gm per m2","Annual indbu gm per m2","Annual woody gm per m2","Annual repcw gm per m2","Annual repwil gm per m2","Annual repruol gm per m2","Annual repelm gm per m2","Annual repsc gm per m2","Annual totalrepro2 gm per m2"
20,"Route 66",35.1006408,-106.6914783,"Angostura Reach",2018,224.05,10.2,43.6,17.2,105.29,0.23,4.61,0.19,185.26,68.99,1.69,23.92,10.83,0.1,17.44
20,"Route 66",35.1006408,-106.6914783,"Angostura Reach",2019,234.67,13.43,97.68,15.13,95.15,0,0.01,0,56.24,21.47,0.74,51.32,3.99,1.53,10.75
20,"Route 66",35.1006408,-106.6914783,"Angostura Reach",2020,352.9,14.44,84.52,13.56,109.98,0.79,0,0,2628.22,57.72,0.81,20.56,10.19,0.02,11.76
20,"Route 66",35.1006408,-106.6914783,"Angostura Reach",2021,192.08,14.62,89.3,15.76,125.63,0,0.01,0.01,90.39,81.04,0.63,38.9,2.68,0.03,17.79
21,"Badger",35.1956,-106.6402,"Angostura Reach",2006,89.08,4.1,27.31,0,0,0.54,3.54,0,4.58,0,0,0,0,0,0.04
21,"Badger",35.1956,-106.6402,"Angostura Reach",2007,319.12,20.36,1.63,0,5.85,0.01,0.75,0.92,172.08,55.81,2.74,0.01,0,0,8.94
21,"Badger",35.1956,-106.6402,"Angostura Reach",2008,342.83,18.58,1.45,2.02,16.74,1.54,7.36,0,134.53,30.16,3.42,0.01,0,0.01,8.1
21,"Badger",35.1956,-106.6402,"Angostura Reach",2009,764.96,23.13,1.87,0.05,32.64,0.01,0.48,5.65,173.43,85.26,2.88,0,0,0,14.24
21,"Badger",35.1956,-106.6402,"Angostura Reach",2010,629.6,27.96,0.08,0.02,56.67,0,0.71,7.8,34.06,72.66,6.19,0,0,0,11.38
21,"Badger",35.1956,-106.6402,"Angostura Reach",2011,592.23,22.36,4.21,0.03,100.84,0.02,0,4.04,29.84,85.2,0.81,0,0,0.46,11.46
21,"Badger",35.1956,-106.6402,"Angostura Reach",2012,273.99,31.01,0.22,0.03,71.95,1.71,0.02,1.64,129.46,56.96,3.49,0.01,0,0,9.28
21,"Badger",35.1956,-106.6402,"Angostura Reach",2013,483.14,28.74,0,0.34,56.36,0.54,0.05,4.32,252.42,67.57,7.33,0,0,0,10.16
21,"Badger",35.1956,-106.6402,"Angostura Reach",2014,426.92,27.5,1.31,0.02,91.5,0,0.03,1.37,78.12,59.32,0.74,0.01,0,0,9.31
21,"Badger",35.1956,-106.6402,"Angostura Reach",2015,497.81,16.11,0.04,0.03,74.58,0,0.02,3.27,798.15,79.58,1.97,0.01,0,0,15.83
21,"Badger",35.1956,-106.6402,"Angostura Reach",2016,567.05,28.92,1.34,0.01,94.03,0,0.91,0,108.69,83.73,2.52,0,0.02,0,4.27
21,"Badger",35.1956,-106.6402,"Angostura Reach",2017,249.31,3.76,0.81,0,52.88,18.02,0.03,0.01,157.59,52.51,1.7,0.32,3.3,0,0.81
21,"Badger",35.1956,-106.6402,"Angostura Reach",2018,198.91,27.24,0.04,0.03,0.64,0,0.22,0.28,88.18,48.8,2.81,0,0.04,0,7.62
21,"Badger",35.1956,-106.6402,"Angostura Reach",2019,236.47,38.08,0.04,0.05,0.91,0.25,0.18,0.34,29,28.96,2.41,0.16,0.04,0,4.79
21,"Badger",35.1956,-106.6402,"Angostura Reach",2020,325.8,67.08,0.03,0.02,1.77,0.03,0.98,2.11,127.47,70.62,11.74,0,0.1,0,11.46
21,"Badger",35.1956,-106.6402,"Angostura Reach",2021,295.45,65.18,4.23,0.14,2.83,0,0.21,0.63,218.36,89.02,7.99,0,0.04,0,13.04
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2006,178.52,7.92,0.02,0,0.1,0,0.39,1.08,91.55,0,0,0,0,0,0.05
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2007,300.83,8.03,0.2,0.1,0.36,0.98,0.55,0.01,253.32,42.5,0.09,0,0,0,7.66
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2008,411.59,29.67,0.63,0.72,0.08,3.03,3.79,0,210.92,50.49,0.89,0,0,0,7.58
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2009,590.32,18.72,0.12,0.04,0.03,0.23,0.02,3.95,92.95,87.11,3.72,0.01,0,0,12.12
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2010,520.07,20.79,0.72,0.13,0.27,0.16,0,1.37,93.81,69.75,3.87,0.01,0,0,9.75
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2011,839.44,25.36,1.09,0,1.83,0.15,0.03,1.1,162.07,74.52,2.37,0.04,0,0,10.79
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2012,556.99,17.4,0.54,0.01,0.54,0.01,3.16,0,116.75,87.12,0.41,0.01,0,0.02,11.61
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2013,944.21,19.25,0.81,0.03,1.43,1.35,0.92,2.71,178.8,85.9,7.68,0.17,0,0,13.6
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2014,452.93,25.35,2.19,0.13,3.03,1.4,0.14,0,38.2,86.35,1.08,0.04,0,0,11.73
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2015,492.42,19.77,1.15,0.07,3.6,0.08,0.33,0.02,92.31,77.64,5.58,0.09,0,0,11.7
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2016,495.18,20.97,1.26,0.07,8.03,0.04,2.46,0.23,54.33,103.88,0.37,0.04,0.01,0,0.6
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2017,382.81,17.3,0.18,0.02,0.54,1.4,0.32,0,74.35,84.11,0.03,0,0.3,0,0.22
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2018,571.16,9.22,0.67,0.09,0.04,5.59,1.63,2.44,1584.37,80.46,1.32,0.24,0.04,0,10.91
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2019,240.29,10.92,0.73,0.06,0.24,0,0.02,0.63,491.08,79.21,0.82,0,0.08,0.02,12.81
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2020,449.94,20.65,0.02,0.29,0.01,0.09,2.44,1.5,67.95,121.62,2.31,0.01,0.19,0,16.41
22,"Bobcat",35.19705633,-106.6439494,"Angostura Reach",2021,545.37,20.26,0.03,0.79,0.05,0,0.26,3.51,245.51,137.34,7.86,0,0.07,0,18.37
23,"BioPark",35.079,-106.668,"Angostura Reach",2007,305.99,0.05,0.05,0.02,16.22,0,0.78,0,38.74,48.26,0.01,0,0,0.46,10.52
23,"BioPark",35.079,-106.668,"Angostura Reach",2008,422.39,0.04,0.1,0.02,5.21,0,0,1.4,128.06,70.4,0,0,0,0.32,9.87
23,"BioPark",35.079,-106.668,"Angostura Reach",2009,562.79,0.06,2.01,0.02,1.37,0,0.34,0,55.85,80.67,0.38,0.03,0,0,11.43
23,"BioPark",35.079,-106.668,"Angostura Reach",2010,458.8,0.07,1.9,0.2,0.78,0,0.04,0.01,200.02,93.24,0,0.01,0,0.01,13.21
23,"BioPark",35.079,-106.668,"Angostura Reach",2011,633.63,0.03,1.77,0,0.19,0.01,0.01,0.03,179.91,77.14,0,0.05,0,0,11.09
23,"BioPark",35.079,-106.668,"Angostura Reach",2012,334.48,0.32,0.5,0.01,0.08,0,0,0,36.49,67.57,0.01,0.02,0,0,9.48
23,"BioPark",35.079,-106.668,"Angostura Reach",2013,316.73,0.64,0.32,0.02,0.04,0.01,0,0.23,71.91,46.65,0.01,0.01,0,0.01,6.52
23,"BioPark",35.079,-106.668,"Angostura Reach",2014,252.47,0.8,0.03,0.02,0.24,0,0.01,0.39,40.78,43.82,0,0.02,0,0,5.82
23,"BioPark",35.079,-106.668,"Angostura Reach",2015,299.23,0.49,0.29,0.01,0.91,0,0.27,1.85,91.91,64.66,0,0,0,0,8.94
23,"BioPark",35.079,-106.668,"Angostura Reach",2016,248.97,0.13,0.88,0.01,0.26,0,0.99,0.01,48.3,76.34,0,0,0.01,0,0.36
23,"BioPark",35.079,-106.668,"Angostura Reach",2017,244.27,0.04,1.49,0.01,0.27,0,0.17,0.92,53.04,70.29,0,0.01,0.11,0,1.34
23,"BioPark",35.079,-106.668,"Angostura Reach",2018,338.21,0.11,3.2,10.49,0.23,0,1.93,0.01,84.98,69.42,0,0.32,0.03,0,9.42
23,"BioPark",35.079,-106.668,"Angostura Reach",2019,296.55,0.21,5.94,0.08,0.11,0.05,3.94,0.18,69.89,68.24,0,0.75,0.04,0,11.47
23,"BioPark",35.079,-106.668,"Angostura Reach",2020,292.81,0.24,3.42,0.05,0.95,0.01,0.02,0.03,181.67,78.51,0.01,0.42,0.24,0.23,11.73
23,"BioPark",35.079,-106.668,"Angostura Reach",2021,216.63,0.07,4.75,0.07,1.78,0.03,0,1.97,167.79,55.69,0.02,0.9,0.01,0,7.2
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2008,130.68,0.01,0.13,3.61,0,0.01,0.01,0,176.49,5.36,0,0.09,0,0.02,0.94
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2009,204.68,0.17,0.16,0.01,0,0,0.01,0,96.94,0.68,0,0,0,0,1.23
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2010,296.73,0.91,0.19,0.02,0,0,0,0,124.57,10.47,0,0.19,0,0,1.8
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2011,125.25,0.25,0.04,0.02,0,0.01,0,0,104.48,8.12,0,0.15,0,0,1.45
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2012,145.45,0.89,0.8,0.02,0.01,0,0,0,83.84,7.2,0,0,0,0.01,1.14
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2013,258.29,2.42,0,1.46,0,0,0,0,10.7,5.38,0,0.15,0,0,1.21
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2014,148.76,1.33,0.05,0.01,0,0,0.01,0,45.52,1.93,0.02,0.01,0,0,0.41
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2015,108.36,1.42,0.02,0.03,0.01,0,0,0,16.24,7.02,0,0.19,0,0,1
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2016,89,3.81,0.03,0.01,0.02,0,0,0.01,22.66,15.57,0.01,0.01,0,0,0.09
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2017,90.2,0.74,0.02,0.09,0,0,0,0,39.09,9.14,0,0.11,0.01,0,0.02
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2018,106.32,0.2,0.01,0,0.01,0,0.02,0.01,18.23,7.25,0,0.09,0,0,1.03
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2019,125.39,0.68,0.03,0,0,0,0,0,76.55,5.79,0.02,0.02,0,0,1.01
24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",2020,43.1,0.15,0.02,0,0,0.77,0,0,0.12,0.01,0,0,0,0,0
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2010,4.85,0.11,0.02,0.74,0,0,0,0,0.73,0,0,0,0,0.01,2.07
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2011,13.45,0.04,0.07,14.47,0,0,0.08,0,4.95,0.08,0.01,0.02,0,0,1.51
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2012,26.04,0.02,0.19,29.56,0,0,0,0,694.46,0.56,0,0,0,0.24,1.39
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2013,32.09,0.03,1.46,32.99,0.01,0.01,0,0.46,1.47,2.51,0,0,0,0.02,2.03
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2014,40.86,4.8,2.18,29.27,0,0,0.01,0,5.54,0.62,0.01,0.94,0,0.33,1.15
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2015,73.67,2.06,12.52,45.55,0.09,0,0,0,1.27,0.14,0.01,0,0,5.96,1.6
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2016,55.7,0.28,15.13,24.18,0,5.32,0.01,0.01,4.24,2.37,0.02,1.13,0,0.23,0.53
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2017,95.16,0.26,15.62,37.74,0.1,0.01,0,0,5.52,4.56,0.1,1.42,0,0.77,1.94
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2018,89.08,0.54,42.35,29.81,0,0.01,1.01,0.01,5.9,3.54,0,4.97,0,0,1.55
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2019,170.52,0.26,41.75,44.06,0.01,0.16,0,0.09,13.14,0.62,0.01,8.42,0.01,1.57,1.9
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2020,139.88,0.82,81.14,29.1,0.04,0,1.01,1.15,7.59,5.37,0.03,27.71,0.02,0.01,4.42
25,"Crawford",34.63835,-106.74277,"Isleta Reach",2021,168.04,0.11,88.76,15.85,0,0.09,1.47,0.02,12.21,9,0,26.76,0.02,0.65,5.62
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2011,0,0,0,0.02,0,0,0,0,0.12,0,0,0,0,0,0
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2012,0,3.01,0,0.01,0,0,0,0,1.12,0.01,0,0,0,0,0.41
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2013,0,0,0,0.01,0,0,0,0,0.29,21.19,0,0,0,0,2.75
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2014,3.26,0.01,0,0,0,0,0,0,11.12,0,0,0,0,0,0
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2015,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0.3
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2016,0,3.23,0,0.21,0,7.85,0,0,5.81,0.03,0,0,0,0.1,0.64
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2017,0,4.23,0.71,0.02,0,0,0,0,5.76,0,8.7,0,0,0.01,1.98
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2018,0.08,1.62,0,0.03,0,0.31,0,0,2.03,0,0,0,0,0,0.31
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2019,0,0.03,0,0.06,0,0.15,0.7,0,4.92,0.08,0,0.02,0,0,0.53
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2020,0,0.02,0,0.04,0,0.01,0,0,3.77,0.01,0.01,0,0.01,0,0
26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",2021,0,0.04,0,0.02,0,0.01,0,0,4.83,0,0,0,0,0,0
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2012,218.48,7.99,0.9,0.32,0,0.01,0,0,26.36,14.42,0.11,0,0,0,1.94
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2013,158.14,9.78,17.78,0.13,0,0.23,0,0,62.16,26.84,0.24,1.56,0,0,3.81
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2014,124.05,2.11,3.82,0.03,0,0,0.36,0,102.41,25.99,0.54,6.85,0,0,4.51
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2016,235.27,4.49,31.5,1.49,0.01,0.42,0.01,0,110.28,60.15,0.27,8.36,0,0.03,1.31
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2017,260.17,5.39,31.64,0.11,0,0.44,0.16,0,80.47,20.83,0.03,5.89,0,0.26,0.9
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2018,226.08,2.2,27.06,0.41,0.01,0.02,0,0.01,43.36,39.34,1.26,5.5,0,0,6.05
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2019,397.67,8.11,24.87,0.37,0,0.32,0.01,0,126.18,19.98,0.02,3.58,0,0.02,3.19
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2020,416.38,4.42,36.27,0.45,0.01,0.92,0.01,1.41,108.1,55.77,0.21,12.48,0.04,0,8.84
27,"Bosque Farm",34.848851,-106.714722,"Isleta Reach",2021,351.04,6.81,38.77,0.26,0.01,0,0.01,0,95.05,72.05,0.37,8.25,0.01,0,10.03
28,"Valle de Oro",34.97895,-106.6801,"Angostura Reach",2014,0.05,0.35,0,0.09,0,0,0,0,13.62,0.12,0.02,0,0,0,3.11
28,"Valle de Oro",34.97895,-106.6801,"Angostura Reach",2015,0.01,0.63,0,0,0.03,0,0,0,0.66,0.02,0.08,0,0,0,6.49
28,"Valle de Oro",34.97895,-106.6801,"Angostura Reach",2016,0.02,0,0,0,0.02,0,0,0,1.07,0.01,0,0,0,0,0.95
28,"Valle de Oro",34.97895,-106.6801,"Angostura Reach",2017,0.1,0.4,0.01,0,0.03,0,0,0,5.22,0.01,0,0,0,0,1.83
28,"Valle de Oro",34.97895,-106.6801,"Angostura Reach",2018,0.62,0,0,0.01,2.98,0,0.01,0,2.04,0,0,0.15,0,0,3.09
28,"Valle de Oro",34.97895,-106.6801,"Angostura Reach",2019,0.33,0.19,0,0.01,0.27,0.03,0,0,4.31,0.01,0.02,0.02,0.02,0,1.59
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2014,52.62,30.7,19.29,0.01,10.93,0.01,0,0.77,12.86,1.18,2.95,0.57,0,0,1.07
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2015,46.87,35.24,25.54,0.02,23.63,0.03,0,0,9.6,1.93,3.77,14.36,0,0,2.81
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2016,57.29,15.66,18.49,0,13.78,18.34,5.24,0,21.63,3.89,0.13,2.1,0,0,0.65
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2017,47.25,40.98,31.66,0.03,18.91,0.26,3.95,0,557.4,2.83,2.03,3.94,0.06,0,1.02
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2018,66.53,29.67,53.91,0.06,37.07,0.67,0,2.01,10.98,5.48,2.13,6.96,0.1,0,2.43
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2019,87.82,46.57,22.48,0.06,28.41,0.01,0.01,0.42,3.83,1.8,0,2.69,0.04,0,0.82
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2020,64.96,41.98,87.07,0.07,52.99,0.08,0.02,0.07,13.89,4.36,6.61,9.8,0.16,0,3.18
29,"Albuquerque Overbank Project",35.04546,-106.6657,"Angostura Reach",2021,78.46,41.99,92.27,0.39,48.1,0.26,0,0.04,20.54,4.21,3.08,20.58,1.48,0,4.61
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2014,333.12,0.17,0,0.01,0,0,0,0.02,335.91,33.16,0,0,0,0,4.47
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2015,293.77,2.08,0,1.09,0.01,0.01,0,0.01,395.09,45.83,0.01,0.01,0,0,7.56
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2016,209.65,6.76,0.02,1.02,0.01,0.01,0.01,0.78,35.95,76.48,0.03,0,0,0.01,0.33
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2017,198.7,11.73,0.04,0.23,0,0,1.23,0,46.3,31.32,1.72,0.02,0.03,0,2.57
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2018,238.52,14.13,0.03,0,0,0,0.01,0,55.68,53.96,0.25,0,0,0,6.98
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2019,251.47,16.73,0.32,0,0,0,0,0.01,143.51,48.4,0.57,0.01,0.01,0,6.5
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2020,208.41,28.14,1.27,0.01,0,0,0,0.01,57.78,48.47,1.24,0,0.05,0,6.95
30,"State Land Office",34.96785,-106.6856,"Angostura Reach",2021,231.14,12.17,6.58,0.02,0.01,0,0,0,48.07,40.23,0.44,0.03,0.01,0,5.98
31,"San Jose",35.012375,-106.6728,"Angostura Reach",2016,217.37,70.44,0.02,0.03,0.54,0.06,0.01,0,225.49,35.75,5.09,0.01,0,0,0.81
31,"San Jose",35.012375,-106.6728,"Angostura Reach",2017,176.54,35.12,0.02,0,0,0.31,0,0,47.88,23.79,0.42,0,0.01,0,0.14
31,"San Jose",35.012375,-106.6728,"Angostura Reach",2018,205.11,20.66,0,0.1,0.16,0.02,0,0,49.65,32.46,4.06,0,0.02,0,6.94
31,"San Jose",35.012375,-106.6728,"Angostura Reach",2019,273.62,60.14,0.01,0.02,0.32,0.16,0.01,0,90.05,24.71,0.14,0.01,0,0,3.3
31,"San Jose",35.012375,-106.6728,"Angostura Reach",2020,246.24,35.89,0.01,0.03,0,0.17,0,0,26.45,40.56,1.15,0,0.01,0,5.53
31,"San Jose",35.012375,-106.6728,"Angostura Reach",2021,245.98,20.42,0.11,0.05,1.57,0.75,0,0,43.14,30.41,0.85,0.02,0,0.01,4.09
32,"Sandia",35.255,-106.5907,"Angostura Reach",2016,21.58,10.07,1.78,0.02,0,18.65,0.63,0,344.09,0.34,12.57,0.24,0,0,1.95
32,"Sandia",35.255,-106.5907,"Angostura Reach",2017,10.75,40.26,1.96,0,1.86,0.57,0.01,0,135.22,4.6,2.17,0.25,0.11,0,1.95
32,"Sandia",35.255,-106.5907,"Angostura Reach",2018,85.72,55.68,13.58,0.03,0.03,5.16,0.03,1.24,25.24,1.76,4.34,0.04,0,0,3.99
32,"Sandia",35.255,-106.5907,"Angostura Reach",2019,16.5,44.69,1.82,0.06,0,6.11,0.85,0,4787.82,1.79,6.98,0.01,0,0,4.8
32,"Sandia",35.255,-106.5907,"Angostura Reach",2020,9.89,79.46,0.03,0.15,0.08,2.83,0.46,0.01,32.51,0.11,2.27,0.02,0.01,0,3.4
32,"Sandia",35.255,-106.5907,"Angostura Reach",2021,98.87,72.17,0.5,0.05,0,5.86,0.32,0.01,71.19,0.4,16.55,0.28,0,0,3.06
33,"Bosque del Apache",33.8197,-106.8539,"San Acacia Reach",2018,376.01,5.03,0.26,32.42,0.01,1.25,0.01,0,71.63,100.66,1.12,0.17,0,0,13.47
33,"Bosque del Apache",33.8197,-106.8539,"San Acacia Reach",2019,547.38,13.64,0.1,36.93,0.01,0.14,0,0.01,337.48,49.24,0.02,0.01,0,0.08,6.4
33,"Bosque del Apache",33.8197,-106.8539,"San Acacia Reach",2020,672.66,5.1,0.03,31.52,0.19,2.85,0,0.02,54.4,161.72,2.7,0.02,0,0.86,21.62
33,"Bosque del Apache",33.8197,-106.8539,"San Acacia Reach",2021,313,4.12,0.05,21.14,0.03,0.16,0.02,0.02,72.99,84.01,0.53,0.01,0.01,0.05,11.27
34,"River Realignment",33.8227,-106.8419,"San Acacia Reach",2019,14.62,110.16,0.93,0.16,0,0,0,0,23.84,7,10,0,0,0,2.21
34,"River Realignment",33.8227,-106.8419,"San Acacia Reach",2020,35.71,47.24,4.09,0.08,0,0,0,0,50.16,24.69,47,0.77,0,0,0.94
34,"River Realignment",33.8227,-106.8419,"San Acacia Reach",2021,1.7,16.32,0.16,0,0,0,0.85,0.08,4.09,10.08,13.08,0.77,0,0,0.35
